review,review_length,sentiment,purchased,received_for_free,votes_up,votes_funny,date_created,date_updated,author_num_games_owned,author_num_reviews,author_playtime_forever_min,author_playtime_at_review_min
"""What is it?""
""Blood""
10/10",27,1,1,0,2,0,2026-04-02,2026-04-02,0,1,214,11
"I'm not a fan of DRM. The game isn't full screen even when I changed the settings. Also no achievements? What was the point besides greed releasing on steam if you aren't going to take advantage of all there features. I will wait and see if anything changes, but i'm contemplating a refund.",290,0,1,0,9,2,2026-04-02,2026-04-02,647,340,29,20
Chris! Stawp it :(,18,1,1,0,2,2,2026-04-02,2026-04-02,347,42,21,21
Remove DRM from this classic ( my review will change when it's removed from both dino crisis 1 & 2 and all 3 of the og re games),128,0,1,0,10,2,2026-04-02,2026-04-05,0,27,5,5
"Been wanting ports of the 3 original games on steam since it first became a thing, these ports aren't stubborn with controller support and they actually work as intended, they're actually perfect. If you are a fan of the franchise you have to have these in your library or you're a fake fan.",291,1,1,0,0,0,2026-04-02,2026-04-02,483,9,665,193
jill sandwich <3,16,1,1,0,2,0,2026-04-02,2026-04-02,195,36,697,213
Who doesn't want a Jill sandwich?,33,1,1,0,5,0,2026-04-02,2026-04-02,0,5,354,25
PEAK on PEAK let's call that TWIN PEAKS!!!,42,1,1,0,1,2,2026-04-02,2026-04-02,1744,27,357,115
Resident Evil fans can now play the game for the first time.,60,1,1,0,3,1,2026-04-02,2026-04-02,0,12,497,282
Incorporates 3rd-party DRM: The Enigma Protector,48,0,1,0,9,0,2026-04-02,2026-04-02,114,3,5,5
jill sandwich,13,1,1,0,0,1,2026-04-02,2026-04-02,552,56,16,16
It’s resident evil bro it’s peak,32,1,1,0,0,2,2026-04-02,2026-04-02,0,58,172,43
"significantly worse than the gog version in every way.
- enigma DRM
- controls don't work out of the box
- awful non-skippable launcher that makes it not work on steam deck
- doesn't really work on linux at all really
- no cloud support

why did they do this",258,0,1,0,34,3,2026-04-02,2026-04-02,1482,131,100,5
"I love this game, beat it under thee hours, it's been a while.... thank you Capcom! 
I have this game on PS1 as well, but it's much easier to play this on Steam these days.
Next orig. Resident Evil 2!",202,1,1,0,3,0,2026-04-02,2026-04-02,0,23,239,239
"It doesn't work on Steam Deck/Linux out of the box. 

You need to import the bh1_japanee.reg/re1_""language"".reg from common/4249100_Biohazard/ on Regedit using protontricks. Also you need to add WINEDLLOVERRIDES=""ddraw.dll=n,b"" %command% on the launch parameters to render the window properly.

This is not the DRM's fault, it's the horrible launcher they added to the games from the GOG versions. The DRM still sucks. CAPCOM PLEASE FIX.",437,0,1,0,9,1,2026-04-02,2026-04-02,2474,12,57,19
Buy it,6,1,1,0,0,0,2026-04-02,2026-04-02,0,28,423,342
PEEAAKKKKK,10,1,1,0,0,0,2026-04-02,2026-04-02,190,20,557,6
"What a fantastic port!! I only ever played the original on playstation way back in the day, so getting to play the PC version with the full color extended opening was amazing! I was able to blast through Chris's campaign in 2 hours and 3 minutes. Mostly due to being able to skip the door opening animations (Playstation didn't have this!).  Here is a breakdown of what was good and what was bad.

Pros - 
Sound effects were amazing
Visuals while dated are pretty clean. (Compared to playtation OG)
Controls worked great. (Used PS5 Control)
Extended uncut opening
Extended 1st Zombie scene with rolling head

The bad - 
Often when music and dialogue was happening, there was a muffled static sound like it was playing from an old record player.
Unlockable items seem to be limited to PC version. (No Rocket Launcher!!)
I cant for the life of me figure out how to close the game. (Used AltF4)",891,1,1,0,1,0,2026-04-02,2026-04-02,0,2,1540,180
"Once you get your hands on this, you will come to realise why is the franchise is as lively as it is today.
It's so perfectly paced. So camp. So charming.
The pioneer of survival horror for a reason. 
Get over your disdain over tank controls and you will also come to realise how fun and EXCELLENT the classic trilogy are.

Technicality-wise, will really appreciate the Steam Cloud on these newly-added titles though.

No idea what the hell is the DRM doing in these PS1 titles. This one in particular is a 30-year old title...
I'll only mention it on this one. Good thing it doesn't run like garbage, at all. It shouldn't be stuttering AT ALL anyways since this is, again, a PS1 title",693,1,1,0,0,0,2026-04-02,2026-04-02,0,15,328,258
"Had to leave the config page open to leave this review as the reg file system prevents the game from launching as it just throws up errors every time.

Also; why add DRM when the game is 30 years old and is still being sold on GOG DRM free?

Game only works by tinkering with the reg files to manually verify them, and inputting a DLL Override launch command.",359,0,1,0,27,1,2026-04-02,2026-04-05,951,180,67,33
"Game's fantastic, an absolute horror classic, I just hope my PC can run it...",77,1,1,0,1,7,2026-04-02,2026-04-02,0,33,25,16
"Fixed camera and tank control survival horror is the best thing ever

So glad this came to steam. 
[spoiler]Jill sandwich[/spoiler]",131,1,1,0,6,2,2026-04-02,2026-04-02,0,20,595,221
DRM,3,0,1,0,29,0,2026-04-02,2026-04-02,811,28,7,7
Just. Take. A. Look. At. This,29,1,1,0,2,1,2026-04-02,2026-04-02,267,2,515,179
WTF ARE THESE CONTROLS ??? IDK WHAT HARDER THESE ♥♥♥♥ CONTROLS OR THE ZOMBIES WTFF,82,0,1,0,0,15,2026-04-02,2026-04-02,410,34,13,13
"Not recommending the game for the following reasons. 

A) There is no controller support on the stupid mandatory 'launch' game screen. Also has stupid mouse only actions where you need to allow a register edit permission. 
B) Once you start the game you have to exit the game via Alt + F4 as there is not 'game menu' or at least to what I can tell, which allows you to close the game down. (Controller)
C) Since 'Issue A' is a thing, it doesn't work on SteamDeck. 
D) Would love to have achievements in the game, it would have given it more playthrough value. 
 
Other than that... It's £3.99 for Resident Evil. Does what it says on the tin. Not noticed any crashes yet so can't comment on performance, but it's just one of those lift and shift money grab titles... I just wish it worked on SteamDeck which is the main reason I wanted it.",838,0,1,0,13,7,2026-04-02,2026-04-02,271,4,25,24
you can skip doors,18,1,1,0,5,0,2026-04-02,2026-04-02,228,29,162,35
Remove DRM and add achievements + cloud saving. Otherwise it's a classic game,77,0,1,0,13,1,2026-04-02,2026-04-02,368,25,10,10
"11/10
Greatest game of all time, and its nice to finally own on Steam.

This to me is not just the game that defined survival horror for me, its the game that defined gaming. Without it, I wouldn't play games, I wouldn't be passionate about games, and I wouldn't be developing games.

6 year old me, a PlayStation 1, and Resident Evil are some of the few happy memories I have with my now passed mother. 

No other game has the emotional attachment for me that Resident Evil does...and now its time to relive the horrors of Spencer Mansion all over again, but finally on Steam!",577,1,1,0,2,0,2026-04-02,2026-04-02,1768,41,86,11
"Tested Resident Evil 1, 2 and 3 on ASUS ROG XBOX Ally X but none of them work with embedded controller",102,0,1,0,7,4,2026-04-02,2026-04-02,0,1,22,6
No way these three games just show up 😭 [h1] ADD ACHIEVEMENT SUPPORT PLEASE!! I WANT ACHIEVEMENTS[/h1] At least on RE3,118,1,1,0,4,0,2026-04-02,2026-04-02,335,69,65,65
"So this, like every GOG release on steam thus far, is an abysmal trainwreck that is honestly among the worst ways to experience these games. Applies to RE1-3, they're all based on incredibly flawed PC versions, they have basically no fixes beyond half-assed compatibility and config menu that's ugly and doesn't really have much in the way of OPTIONS, etc.

The one redeeming quality could've been if this ran on steam deck. It doesn't. It probably never will given GOG's track record, so don't hold out hope, someone will create an hour long tutorial where you run 20 programs to force the games to work on deck I guess, but at that point why even buy this. This is lazy and bad. Capcom doesn't care and GOG only uses these things to advertise their store, so don't even bother with this crap- because that is what this is. It's crap. Worthless crap.",851,0,1,0,13,2,2026-04-02,2026-04-02,771,9,21,8
"""I used to pray for times like this"" -Meek Mill",47,1,1,0,0,0,2026-04-02,2026-04-02,0,2,311,242
"I'm so excited to see the holy trinity of RE games on Steam !! I did play on GOG but I really like the idea of having all my games on fewer launchers. 

This game itself is such a classic, and is my favorite from the original trilogy. <3",237,1,1,0,1,0,2026-04-02,2026-04-02,0,3,230,30
Legendary. Absolutely Legendary,31,1,1,0,0,0,2026-04-02,2026-04-02,256,8,252,81
"Thank you, Capcom!",18,1,1,0,1,0,2026-04-02,2026-04-02,913,100,5,5
It made me think of my childhood.,33,1,1,0,0,0,2026-04-02,2026-04-02,129,8,13,5
"""That was too close! You were almost a Jill sandwich!""

Instant 10/10. My all time favorite Resident Evil game.",111,1,1,0,2,0,2026-04-02,2026-04-02,624,95,731,9
FINALLY ON STEAM! 💖,19,1,1,0,0,0,2026-04-02,2026-04-02,0,8,388,10
"""It's About Damn Time""",22,1,1,0,3,0,2026-04-02,2026-04-02,0,85,320,25
"It's finally happened! After all these years, we finally got the original Resident Evil 1, which redefined horror. Back then on PlayStation 1, it was simply a horror masterpiece, especially with the FMV footage and all the actors – pure bliss. Sure, it's all available on GOG too, but I still prefer Steam. One less launcher to deal with. I don't give a damn how much DRM is in there. I'm having fun with it. Just buy it already...

You'll probably have to do without Classic Rebirth, but I can live with that.

The game works with a bit of tinkering, which means manually inserting the game's registration key using Protontricks and GE Proton 10-34. It would be even better if you had to do less tinkering, but hey, it works. You had to do a little tweaking with Dino Crisis 1 too.

Would you please buy it now? For the sake of your childhood memories...",855,1,1,0,1,0,2026-04-02,2026-04-03,1455,141,987,382
"I bought it with the intention to play it on my Steam Deck LCD and right now, it will launch into a settings menu followed by a registry check that has unhandled exceptions which won't let me proceed further.  Hopefully this is fixed soon for Steam Deck compatibility!",268,0,1,0,15,1,2026-04-02,2026-04-02,209,23,69,6
"Game of my childhood. I played the Director's Cut on the original Playstation back when it came out. I am happy this arrived on Steam. It is a timeless classic and one of the most important games of all time. Granted, it has aged very poorly. Younger gamers may not appreciate this, especially when the superior Gamecube remake has been released on Steam for years and is much more modernized (i own that too, lol). So in my opinion, if you have no nostalgia for this version, you may only appreciate it if you are into classics and want to experience how it all began back then. Otherwise, stick with the superior remake. Still, for just 5 euros i do recommend collectors to also get this. Definitely recommended.",714,1,1,0,3,1,2026-04-02,2026-04-02,882,104,11,11
"if you dont want the hassle of setting up an emulator just for the classic RE or you cant buy the gog version because of the regional issues, get this now 

it run good have pretty decent regional prices and its a classic re experience for anyone to enjoy.",256,1,1,0,0,0,2026-04-02,2026-04-02,0,64,412,62
it's so cool to see capcom still cares about the very old fans out there releasing classics like these!,103,1,1,0,1,1,2026-04-02,2026-04-02,282,88,28,28
bought the 3 classic RE games just for supporting Capcom :),59,1,1,0,1,0,2026-04-02,2026-04-02,144,27,45,8
"Finally, it is cool to have original resident evil editions on steam store which everyone thanks to this now has more options than ever before to re visit... or visit for the first time the story from where it begun.

[h1]Regarding DRM 'engima' :[/h1] 

This DRM like any other drm is on top of drm free steamworks API, which is excecutable meaning it is friction-free experience acting like any other drm free steamworks API and other store APIs equilavent games which for example said drm games e.g denuvo/enigma once the game has verified ownership online, token is locally cached thus drm game e.g resident evil 1996 can be played for days, even weeks without internet connection and not only that, drm is usually removed in an drm games some point after the release, and the number of drm in games usage is microscopic as well 'Denuvo Anti-Tamper is the current de-facto standard for securing DRM schemes on modern titles. Since its original release back in 2014, it has been used to strengthen the DRM of over 150 titles;'

source:

https://www.pcgamingwiki.com/wiki/Denuvo

and, drm cannot be added kernel level because as 99% of modern 'software' are just websites wrapped in chromium/CEF so they cannot add because it is architecturally impossible thus devs must add DRM externally which valve already tracks it via 'Incorportated 3rd party DRM: ' in yellow box signaling it is externall non valve stuff which requires more cautious with such tools whenever there is yellow box while at the same time seperating seperate drm free store APIs on top of DRM free steamworks API 'Requires 3rd party account: (support steam linking)'.

[h1]Regarding those re releases:[/h1]

What gog store includes, is not groundbreaking wizardy stuff but simply packaging already avaible mods pre installing them before shiping it on gog which are avaible for everyone on pcgw and are easy as pie to install as well, while such mods offers even more flexibility than the gog's pre installed from pcgw mods because these mods avaible on pcgw are the latest ones as well.

[h1]Installation request to capcom:[/h1]

As pc stores including console's own stores are local first, friction-free offline installers were pc connects remotely to CDN e.g steampipe which fetches encrypted files via internet and then decrypts them locally via disk speed+ RAM + CPU (which is 99% of the game installs), I have seen that the game barely utilize disk speed only 300mbps, and considering that it is late 90s era games, then spliting each file compresion in to 1MB each should not be very challenging but it would maximize disk speed through put to the fullest potential such as 2 - 3 gbps disk speed thus able to install 800MB game less than blink of an eye thanks to this as well.",2755,1,1,0,2,0,2026-04-02,2026-04-02,390,5,7,7
"this port clearly isn't new, but it gets the job done. seriously though, i haven't played much of this game, but i have played it on emulators enough times to confirm that this is definitly the best way to experience the original RE games.",239,1,1,0,0,0,2026-04-02,2026-04-02,0,28,246,179
"I love Resident Evil 1, 2 & 3 So buying these 3 games on Steam was a no-brainer for me because I like flexing my playtime.

What you get here is the GOG versions of the games which is a pretty passable way to experience them. Including texture filtering, Anti Aliasing, variable resolutions etc. And it ran for me pretty well out of the box.

The same cannot be said for some other people:
Some people struggled to get the game running on Linux because the game makes registry changes in the launcher menu that don't really work for Linux, and some other people report that the Steam version apparently has built-in DRM which is so broken that the game just...refuses to launch and throws up an error.

On top of all this, the games come at varying file sizes all the way from 2GB all the way to 4GB...For games that fit on 650MB CDs.

This is another afterthought cash-in by Capcom.

If you REALLY want to play these game properly. I recommend looking into the ""Classic REbirth"" project which has released prior to the GOG version and remains the most optimal way to play the game. If you are savvy you can replace the game files of the Steam version with this version (after carefully following a guide) and play a way better version than what Capcom is offering here.

But as it stands. If you wanna play this game without much fuss? This is a pretty decent way to do so. And you should play them. The classic RE titles are awesome.

But out of principle? This is a downvote from me because of how lazily this was rushed out with its DRM issues that the original GOG version never had, and it is even worse-so because Capcom already caught a lot of flak for how they handled the Dino Crisis 1 & 2 Steam version which suffered from the EXACT SAME ISSUES that the RE games here have.

Some of you might even notice that this review is just the same I wrote for them too with just the names changed to Resident Evil ;)",1918,0,1,0,53,3,2026-04-02,2026-04-02,1064,340,11,11
You were almost a Jill sandwich!,32,1,1,0,2,1,2026-04-02,2026-04-02,426,7,19,9
"I brought this as a way to show support as I loved playing it when it first came out and i was still at school and was excited to see it was coming back.

But please for the love of the players add achievements.

Devs can you please add achievements to the trilogy.............",277,1,1,0,3,0,2026-04-02,2026-04-02,0,82,11,11
"Good Job Capcom now Bring Classic Resident Evil (Code Veronica, Outbreak 1,2 and Dead Aim) games too to Steam as well.

Just Do It.",131,1,1,0,6,0,2026-04-02,2026-04-02,1532,54,607,16
"Best way to play og resident evil. to most new resident evil players that are starting out because they only played remakes... ""where have u bean"" xD",149,1,1,0,2,1,2026-04-02,2026-04-02,0,62,335,10
"This is awesome. I was just wanting to play the original trilogy again and even downloaded an emulator to do so yesterday. Was about to boot it up until I saw them all on Steam suddenly. How did they do that?!?! 

Anyway, I've almost beaten RE1 and I can say that this is the version everyone has wanted. I believe it's the Japanese game. It comes with the full FMV movie at the beginning, Chris smokes his cigarette, and the head roll happens when triggering the first zombie. No ink ribbons unless the US mode unlocks. Other than that, it's nice to get the choice of any resolution and button mapping. As far as I can tell, there is no way to use mouse and keyboard at the same time. It doesn't really matter since this game is so simple in  terms of movement and combat. I haven't experienced any technical issues or anything like that. It plays like butter. People are complaining about DRM but whatever. I'm just so freaking glad I can play these legit now.",964,1,1,0,2,0,2026-04-02,2026-04-02,0,28,435,259
dey got zombie nggas fr ong,27,1,1,0,1,0,2026-04-02,2026-04-02,0,23,18,6
We got the OG Resident Evil on steam before GTA 6,49,1,1,1,5,1,2026-04-02,2026-04-02,0,112,22,6
"Amazing job by Capcom re-releasing a 30 year old game as an April fools joke that is somehow still inferior to the GOG's port by slapping a modern DRM ontop of it which nobody asked for, still does not support achievement, has no steam os / steam deck support, doesn't have cloud save either, genuinely just complete ♥♥♥♥♥♥♥, not even worth the 5 bucks I got it for from the launch sale, it would've been better spent on some cheap indie/hentai game that'd inevitably install malware on my PC and I still would've preferred that over whatever this ♥♥♥♥ is",555,0,1,0,23,4,2026-04-02,2026-04-02,334,77,41,41
"In this residence, the residents are evil.",42,1,1,0,3,0,2026-04-02,2026-04-02,382,6,9,9
"The one that started it all.  The Resident Evil REmake is still a better version to play, and I'm glad to finally add this classic to my steam collection.",154,1,1,0,1,1,2026-04-02,2026-04-02,1457,124,46,7
"So good to have this title on Steam. Easy to access and play this masterpiece, controllers work fine, door animations can be canceled to speed-up playthrough.",158,1,1,0,0,1,2026-04-02,2026-04-02,0,6,266,70
"Using the same method from my Dino crisis review it works for RE on Linux proton as well it's because they use the same launcher, everything is running smooth, the FMVs are not fullscreen but they work without crashing, maybe someone from the Proton team will find a workaround on this.

again i wish they had a better PC port on their old games but at least it is playable, it's good to have options to have the old games legally, you can get on Steam and GOG, I really recommend you get these original Resident evil games, you might not like the tank controls but they are good games to have.

btw play the original Resident evil 3, now that Capcom finally added on the steam store, i wish the remake of 3 didn't exist.",721,1,1,0,2,1,2026-04-02,2026-04-02,901,275,414,50
"Good game but mediocre release, no major improvements or achievements, drm? on a 1996 game? go emulate it, even the DS version would do better than this.",153,0,1,0,8,0,2026-04-02,2026-04-02,0,5,50,50
"OG RE1 is still a game that is worth experiencing to this day, if you loved REmake, you will also enjoy OG RE1. It's THE original survival horror title.",152,1,1,0,2,1,2026-04-02,2026-04-02,0,13,201,201
"Best way to play og resident evil. to most new resident evil players that are starting out because they only played remakes... ""where have u bean"" xD",149,1,1,0,1,1,2026-04-02,2026-04-02,0,4,1534,34
"Jill: Hey what's going on?
Barry: Jill? Is that you Jill? What happened?
Jill: Barry, help me please, the door won't open, quick.
Barry: Stay away from the door Jill. I'm gonna kick this door down. Hurry this way!

Jill: Oh Barry!
Barry: That was too close, you were almost a Jill sandwich.
Jill: You're right. Barry thanks for saving my life... but Barry didn't you say you were going back to the dining room to do some research? Why on earth are you here?
Barry: Uhh... I just had something I wanted to check. Now let's get back to searching for the lost capitan and Chris shall we? 
Jill: Thank you Barry.
Barry: Yeah, yeah...

10/10 game, Jill sandwich my beloved",667,1,1,0,0,3,2026-04-02,2026-04-02,208,26,212,43
"‎WHERE HAVE YOU BEEN?!
‎LONG TIME NO SEE!!!
‎
‎Yes, that's the way I did say it out loud exactly on top of my lungs when I notice this long-awaited game on Steam.
‎It is like meeting an old best friend who had gone missing after quite a long time, lol.
‎
‎It’s also the perfect milestone, as this is my 300th review! 
‎Talk about perfect timing!
‎(˶>⩊<˶)
‎
‎When I see the original Biohazard (RE) Trilogy FINALLY available on Steam at April 2nd 2026 in my region; which is still April Fool's Day in America, perhaps some of our gamer friends over there think of this surprise release / launch as a joke at first, lol.
‎
‎But at the time I didn't have any cash and instantly put the legendary trilogy on my wishlist. Then all of a sudden, three of my buddies gave me part 1, 2 and also 3 as gifts. They all knew I am a big fan of Biohazard.
‎Words can't describe how touched I am with all of your unconditional kindness. 
‎I hope the universe will repay you in triple-fold as well in one way or another.
‎Thank you so much, guys!
‎:'3
‎
‎I really want to mention all of them, but they prefer to stay anonymous. 
‎So I respect their privacy.
‎
‎This is it. The OG. The one who started it all.
‎
‎The very game that defined the genre for the masses and kickstarted the remake trend.
‎
‎No remakes or remasters would exist without it. Resident Evil (Biohazard) was the first to pave the way for others and truly stands as the pioneer of survival horror.
‎
‎Still remember playing this with my old buddies, stayed up late until early morning, scribbled on notes and brainstorming of how to solve the puzzles because the internet is still exclusive at that time.
‎Then do it all again with Chris, once we beat the game with Jill. Yeah, we loved Jill because her inventory slots are more than Chris. We consider the Path of Chris as the Hard Mode.
‎
‎Whoa, nostalgia overload...
‎Now some of my old buddies are no longer here in this world, yet our memories together will always have a special spot within our hearts.
‎Because this game unites us. We became a lifetime buddies because of the OG Biohazard Trilogy.
‎(T^T)
‎
‎Huge thanks and appreciations to both CAPCOM and GOG.COM!
‎For finally make all of the original Biohazard Trilogy available right here on Steam.
‎
‎Now, all we need is a remaster of Resident Evil Outbreak File #1 and #2. 
‎We'll be patiently waiting for it! 
‎Time to dive back and enjoy the entire OG Trilogy, as if we traveled back in time to the 1990s!
‎ꉂ(˵˃ ᗜ ˂˵)
‎",2486,1,1,1,3,2,2026-04-02,2026-04-02,0,316,94,54
"Love seeing a classic Resident Evil!
Thank you, CAPCOM!",55,1,1,0,1,0,2026-04-02,2026-04-02,671,83,18,18
i see alot of gog enjoyers out there i say BOOOO THE STEAM VR COMES W CONTROLER SUPPORT OUT OF THE BOX WORKS GREAT ITS THE PC VR OF RE1 U CAN SKIP DOORS THERE IS MORE GORE IN THE FMV AND ITS ONLY 5 BUCKS THE GOG VR WHERE 10 WHEN THEY CAME OUT 10/10 CLASSIC GOOD JOB GETTING A PERFECT VR ON STEAM!,296,1,1,0,1,1,2026-04-02,2026-04-02,0,12,410,223
Goes way back love it!! but couple things they need to add steam like video recording screenshots and cards and other stuff one big thing is game achievements!! one thing its says requires 6gb grapic but its not close to one gig in game is there a future update,261,1,1,0,1,0,2026-04-02,2026-04-03,56,60,735,65
"[h1]Wow, what a mansion![/h1]

A Timeless classic which started it all. 
Still worth playing along with OG 2,3 (Especially 3!) and RE1R simply by it's existence, along with the characters and gameplay basis.
I'm flattered it finally made it to Steam.

And remember.....
[b]Fear can't kill you. But...[/b]

P.S: [spoiler]You almost became a Jill sandwich.[/spoiler]",364,1,0,0,38,14,2026-04-02,2026-04-02,0,17,156,7
❤,1,1,1,0,1,0,2026-04-02,2026-04-02,159,46,9,9
includes enigma DRM. just buy on GOG.,37,0,1,0,32,0,2026-04-02,2026-04-02,0,18,67,67
they change the style of the resident evil 1 now everything is so different but i love it,89,1,1,0,0,1,2026-04-02,2026-04-02,375,173,83,15
trying to get past/kill enemies in this game is like torture but a torture that you enjoy afterwards,100,1,1,0,0,2,2026-04-02,2026-04-02,96,4,130,57
Glad this is on Steam now. Still worth playing.,47,1,1,0,4,1,2026-04-02,2026-04-02,0,20,18,18
"wish this was the drescters cut of the game it had more stuff in it and was just all around better 

the true master of survival horror brought to steam to bring horror to the new the comers  of Resident Evil
playing this back in the day on the OG ps1 was magical",263,1,1,0,1,1,2026-04-02,2026-04-08,0,584,68,7
"Chris, be careful!

GOG is going to be your best version overall, but if you can't be bothered the steam version is a fair (DRM riddled) compromise. 

If you really don't want to give capcom money, there are always alternative means as well (it rhymes with PIMM's).",265,1,0,0,1,1,2026-04-02,2026-04-02,0,66,306,128
"The Resident Evil Trilogy are some of my favorite games of all time, I was gladly willing to buy them all again on steam. I went to install these games on steam OS (Legion Go S) I had the most confusing discovery that these games require Registry Editor to access the game JUST TO LAUNCH IT... I will continue to play the games on my windows desktop. But until these games can actually be played on steam OS I can't recommend buying these at all.",446,0,1,0,15,3,2026-04-02,2026-04-02,0,24,71,16
"I am become Jill, master of unlocking.

(capcom please add cloud saves and steam deck support)",94,1,1,0,1,0,2026-04-02,2026-04-02,205,11,318,159
"Glad to see RE1, 2, and 3 classics coming to Steam. But a few things to mention before you buy. They don't let you choose which monitor to play on. Window mode cannot be dragged. Control settings are kinda wonky. There is no load game or soft reset, have to close app just to revert to another save. 

Overall, I recommend playing these classics!",346,1,0,0,1,1,2026-04-02,2026-04-02,238,32,394,90
It's classic Resident Evil in all its 1996 glory but I am a little disappointed it's not the director's cut version. Still for $5 its a great time. Probably my 400th time playing this game now lol.,197,1,1,0,0,1,2026-04-02,2026-04-02,0,11,423,218
half the game is just doors,27,1,1,0,0,5,2026-04-02,2026-04-02,264,13,314,314
"I never played the original 3, totally looking forward to it.  Please bring resident evil Outbreak to steam next",112,1,1,0,3,0,2026-04-02,2026-04-03,0,182,12,12
Certified Hood Classic. Pro tip: install shader glass and use the scanlines shader scaled to your resolution for that original chunky presentation.,147,1,1,0,0,0,2026-04-02,2026-04-02,477,11,142,108
"It's about time the OG trilogy came to Steam

THANK YOU CAPCOM",62,1,1,0,1,0,2026-04-02,2026-04-02,323,80,10,10
Doesn't work on steam deck.,27,0,1,0,9,3,2026-04-02,2026-04-02,367,23,9,5
pretty please no more drm and add achievements,46,1,1,0,5,0,2026-04-02,2026-04-02,0,11,570,133
"I've never clicked ""buy"" faster than this, the best April's Fools joke ever! Although it's a bit sad that we need GoG to save these old games when big companies like Capcom can't be bothered, it's still a win for game preservation as a whole. Also forcing copy protection on a game that's available DRM-free elsewhere is a bit scummy too, there's nothing forcing you to have DRM on Steam and yet this still happens. About the game itself, it's a no frills version of the original PC port and it works just the way it should, although it would've been better with all the extras other versions of this game got. It's still a classic and worth a play in my opinion, and if you hate tank controls in a game with fixed camera angles then your opinion is invalid.",758,1,1,0,4,0,2026-04-02,2026-04-02,694,25,260,236
that opening scene was cute,27,1,1,0,0,1,2026-04-02,2026-04-02,0,11,16,16
"Finally, classic RE (1996) comes to Steam. This game is playable as is, but I do recommend all the mods out there to make this version better. I recommend installing the Classic REbirth patch. RE enhance is also worth checking out, as well as the HD audio pack by lexas87.",272,1,1,0,1,0,2026-04-02,2026-04-09,0,112,417,241
take my money,13,1,1,0,0,1,2026-04-02,2026-04-02,0,66,441,159
"its RE so ill buy it . . . again. ive been playing the gog version with the rebirth and seamless hd mod, though i did a manual install for the seamless hd for the cutscenes only because i think the ai upscale in game looks terrible. anyway, just buy these on gog or wait till we either get a patch to give this a better user experience (which i doubt) or we get a fan mod for this version. oh yeah, im giving this a thumbs down for drm.",436,0,1,0,8,1,2026-04-02,2026-04-03,0,271,10,9
"While Resident Evil 1 is the game that received the by far best remake among the classic titles in the series, seeing the original on Steam is still great. Remakes shouldn't be treated as replacements.",201,1,1,0,3,0,2026-04-02,2026-04-02,0,95,159,16
"This is the game that started it all. A gem that, thanks to its incredible atmosphere and level design, still holds up today, 30 years later.
Happy 30th anniversary to my favorite franchise, “Resident Evil”!.",208,1,1,0,2,0,2026-04-02,2026-04-02,0,15,343,69
The OG,6,1,1,0,1,0,2026-04-02,2026-04-02,0,42,124,124
Finally on Steam a classic that should have been here long ago,62,1,1,0,3,0,2026-04-02,2026-04-02,10535,53,10,10
"STOP. DON'T OPEN THAT DOOR.

I am so happy, i cannot believe they shadow dropped the entire OG trilogy on Steam. 
I actually screamed when I saw. I love resident evil so much, man.",180,1,1,0,5,0,2026-04-02,2026-04-02,262,38,348,60
"When i was a child, I owned this on Playstation. In the year 1997, this was terror incarnate. This game was scary, scary as anything could be. I spent HOURS trying to conquer my fear of the dining room hallway zombie. It's beautiful horror was unforgettable, no movie could replicate the fear of being in control, but still utterly helpless.",341,1,1,0,1,0,2026-04-02,2026-04-02,876,679,520,34
DRM,3,0,1,0,16,0,2026-04-02,2026-04-02,199,46,13,13
I got a shotgun!,16,1,1,0,3,0,2026-04-02,2026-04-02,521,31,25,25
why would i pay the IRS back when i can pay 16.32USD for the original three resident evil games That's a pretty good deal unlike the $559 that i owe,148,1,1,0,1,4,2026-04-02,2026-04-02,0,4,21,21
"Runs fine on my rig, controller worked after turning on steam input (used 8bitdo controller)

Like the fact that it has doorskip, Jill doesn't have ink ribbons and the screen transitions seem super snappy 

I give it a like and a thumbs up",239,1,1,0,1,0,2026-04-02,2026-04-02,927,23,344,78
Doesn't run in Crossover on MacOS but does run on Parallels. Disappointed but at least it works.,96,1,1,0,0,0,2026-04-02,2026-04-02,1889,15,24,12
"I only needed to see the intro fmv  and be referred to as the Master of Unlocking to satisfy the price of admission for me.  Welcome back despicable tank controls --  I missed you, too.",185,1,1,0,0,0,2026-04-02,2026-04-02,0,11,24,24
"""Give us a couple of bucks, and we'll give you a 30 year old game that's bundled with some ♥♥♥♥ ass DRM. And no, we will not include Steam Deck support, Steam achievements, or cloud saves. How's that sound?""

Well Capcom, that sounds about as good as the Mansion Basement theme from the Resident Evil Director's Cut OST.",320,0,1,0,66,12,2026-04-02,2026-04-02,3693,166,5,5
best april fools ever,21,1,1,0,0,0,2026-04-02,2026-04-02,0,28,211,148
"Its Retro games i like it yeah cool but its 1s aprils joke or something ? Hmmm... its like deja vu again again again .
I feel resident evil i laughing from old videos and music , but yeah cool thank you anyway i will play it later on and finish it .",249,1,1,0,0,0,2026-04-02,2026-04-02,866,457,7,7
That was too close. You were almost a Jill sandwich.,52,1,1,0,1,0,2026-04-02,2026-04-02,795,5,18,17
"Doesn't currently work on Steam Deck. Proton should eventually update but currently it doesn't work.

Edit: It works with some tinkering. https://www.youtube.com/watch?v=BZPrYxSA62s",181,1,1,0,79,5,2026-04-02,2026-04-05,407,121,10,10
